---
Mammal:            human
Fs:                200
Integration_level: electrocardiogram

Channels:

    - type:   electrography
-0.06 0.08 -0.0
-0.01 0.14 -0.0
-0.21 -0.06 -0.
-0.30 -0.15 -0.
-0.28 -0.14 -0.
-0.17 -0.03 -0.
-0.07 0.07 -0.0
-0.08 0.06 -0.0
-0.14 0.00 -0.0
-0.19 -0.05 -0.
-0.14 -0.01 -0.
-0.20 -0.08 -0.
-0.27 -0.15 -0.
-0.25 -0.12 -0.
-0.26 -0.15 -0.
-0.26 -0.14 -0.
-0.24 -0.11 -0.
-0.21 -0.08 -0.
-0.19 -0.06 -0.
-0.18 -0.06 -0.
-0.15 -0.03 -0.
-0.10 0.01 -0.1
-0.11 0.00 -0.1
-0.13 -0.01 -0.
-0.18 -0.05 -0.
-0.19 -0.07 -0.
-0.18 -0.05 -0.
-0.20 -0.06 -0.
-0.21 -0.07 -0.
-0.23 -0.09 -0.
-0.24 -0.10 -0.
-0.24 -0.10 -0.
-0.23 -0.11 -0.
-0.23 -0.10 -0.
-0.22 -0.09 -0.
-0.21 -0.08 -0.
-0.19 -0.05 -0.
-0.22 -0.08 -0.
-0.26 -0.13 -0.
-0.26 -0.12 -0.
-0.25 -0.11 -0.
-0.24 -0.11 -0.
-0.24 -0.10 -0.
-0.24 -0.11 -0.
-0.24 -0.10 -0.
-0.24 -0.11 -0.
-0.24 -0.11 -0.
-0.23 -0.10 -0.
-0.21 -0.08 -0.
-0.24 -0.11 -0.
-0.25 -0.13 -0.
-0.25 -0.12 -0.
-0.24 -0.11 -0.
-0.23 -0.10 -0.
-0.25 -0.07 0.0
-0.23 -0.02 0.0
-0.21 0.10 0.17
-0.28 0.20 0.28
-0.46 0.21 0.33
-0.58 0.10 0.26
-0.76 -0.07 0.1
-0.93 -0.41 -0.
-1.08 -0.66 -0.
-1.10 -0.71 -0.
-1.11 -0.76 -0.
-0.95 -0.71 -0.
-0.89 -0.71 -0.
-0.87 -0.71 -0.
-0.72 -0.62 -0.
-0.57 -0.47 -0.
-0.41 -0.32 -0.
-0.36 -0.27 -0.
-0.30 -0.21 -0.
-0.26 -0.17 -0.
-0.22 -0.13 -0.
-0.21 -0.11 -0.
-0.20 -0.09 -0.
-0.18 -0.08 -0.
-0.18 -0.07 -0.
-0.17 -0.05 -0.
-0.15 -0.03 -0.
-0.14 -0.02 -0.
-0.17 -0.06 -0.
-0.17 -0.06 -0.
-0.15 -0.04 -0.
-0.14 -0.03 -0.
-0.14 -0.03 -0.
-0.14 -0.03 -0.
-0.14 -0.03 0.0
-0.14 -0.03 0.0
-0.12 -0.01 0.0
-0.11 0.00 0.01
-0.12 -0.00 0.0
-0.13 -0.02 0.0
-0.12 -0.01 0.0
-0.11 -0.01 0.0
-0.10 0.00 0.01
-0.09 0.01 0.02
-0.09 0.02 0.03
-0.08 0.01 0.03
-0.08 0.02 0.03
-0.07 0.03 0.04
-0.06 0.04 0.04
-0.04 0.05 0.05
-0.03 0.07 0.05
-0.04 0.05 0.05
-0.05 0.04 0.06
-0.03 0.06 0.06
-0.02 0.07 0.07
-0.00 0.08 0.08
0.05 0.14 0.08
0.06 0.14 0.09
0.07 0.15 0.09
0.03 0.10 0.11
0.02 0.09 0.11
0.04 0.12 0.11
0.08 0.14 0.12
0.16 0.22 0.12
0.17 0.22 0.13
0.13 0.18 0.13
0.07 0.12 0.12
0.06 0.11 0.12
0.13 0.20 0.13
0.15 0.21 0.13
0.09 0.16 0.13
0.03 0.10 0.12
0.03 0.11 0.11
0.03 0.11 0.11
0.02 0.11 0.09
0.02 0.12 0.08
0.03 0.13 0.07
-0.01 0.08 0.06
-0.03 0.08 0.05
-0.06 0.05 0.04
-0.08 0.03 0.02
-0.01 0.10 0.02
0.06 0.17 0.02
-0.10 0.01 0.01
-0.20 -0.09 0.0
-0.22 -0.10 0.0
-0.16 -0.04 0.0
-0.15 -0.04 -0.
-0.14 -0.04 -0.
-0.14 -0.04 -0.
-0.12 -0.01 -0.
-0.09 0.00 -0.0
-0.09 -0.00 -0.
-0.09 0.00 -0.0
-0.06 0.02 -0.0
-0.06 0.02 -0.0
-0.05 0.03 -0.0
-0.06 0.03 -0.0
-0.06 0.02 -0.0
-0.04 0.05 -0.0
-0.11 -0.00 0.0
-0.15 -0.04 0.0
-0.18 -0.06 0.0
-0.17 -0.05 0.0
-0.16 -0.04 0.0
-0.16 -0.04 0.0
-0.15 -0.03 0.0
-0.14 -0.02 0.0
-0.13 -0.02 -0.
-0.18 -0.06 -0.
-0.18 -0.06 0.0
-0.18 -0.07 -0.
-0.20 -0.08 -0.
-0.20 -0.08 -0.
-0.19 -0.08 -0.
-0.18 -0.07 -0.
-0.20 -0.08 -0.
-0.20 -0.09 -0.
-0.20 -0.07 -0.
-0.20 -0.00 0.0
-0.17 0.14 0.20
-0.21 0.20 0.26
-0.36 0.26 0.34
-0.57 0.15 0.35
-0.74 -0.06 0.1
-0.81 -0.19 0.0
-1.00 -0.53 -0.
-1.05 -0.66 -0.
-0.98 -0.68 -0.
-0.97 -0.72 -0.
-0.91 -0.76 -0.
-0.77 -0.66 -0.
-0.60 -0.52 -0.
-0.52 -0.45 -0.
-0.35 -0.28 -0.
-0.25 -0.19 -0.
-0.25 -0.19 -0.
-0.22 -0.16 -0.
-0.16 -0.09 -0.
-0.08 -0.00 -0.
-0.01 0.07 -0.0
0.00 0.08 -0.02
-0.05 0.03 -0.0
-0.21 -0.12 -0.
-0.26 -0.17 -0.
-0.24 -0.15 -0.
-0.20 -0.11 -0.
-0.17 -0.08 -0.
-0.16 -0.08 -0.
-0.17 -0.08 -0.
-0.14 -0.05 -0.
-0.07 0.02 -0.0
0.05 0.13 -0.01
-0.01 0.07 -0.0
-0.14 -0.06 -0.
-0.20 -0.12 -0.
-0.11 -0.04 -0.
-0.05 0.01 -0.0
0.04 0.10 -0.00
0.00 0.07 -0.01
-0.08 -0.01 0.0
-0.10 -0.02 0.0
-0.11 -0.04 0.0
-0.12 -0.04 0.0
-0.02 0.04 0.02
-0.00 0.06 0.03
0.00 0.07 0.03
0.05 0.11 0.04
0.00 0.06 0.05
-0.02 0.04 0.05
-0.04 0.01 0.04
0.01 0.06 0.06
0.05 0.10 0.07
0.07 0.12 0.07
0.10 0.15 0.07
0.13 0.17 0.09
0.16 0.20 0.10
0.14 0.18 0.11
0.12 0.15 0.11
0.11 0.14 0.11
0.30 0.33 0.11
0.39 0.41 0.12
0.18 0.19 0.13
0.01 0.03 0.13
0.06 0.09 0.12
0.09 0.12 0.12
0.13 0.17 0.12
0.14 0.18 0.12
0.12 0.19 0.11
0.11 0.16 0.10
0.09 0.15 0.07
0.18 0.24 0.07
0.05 0.12 0.05
-0.02 0.05 0.04
-0.10 -0.02 0.0
-0.11 -0.03 0.0
-0.12 -0.04 0.0
-0.13 -0.04 0.0
-0.13 -0.04 -0.
-0.11 -0.02 -0.
-0.11 -0.02 -0.
-0.11 -0.02 -0.
-0.10 -0.01 -0.
-0.11 -0.02 -0.
-0.12 -0.03 -0.
-0.12 -0.03 -0.
-0.04 0.05 -0.0
0.01 0.10 -0.02
-0.12 -0.03 -0.
-0.17 -0.09 -0.
-0.22 -0.14 -0.
-0.13 -0.04 -0.
-0.09 0.00 -0.0
-0.12 -0.03 -0.
-0.18 -0.10 -0.
-0.19 -0.10 -0.
-0.19 -0.11 -0.
-0.19 -0.11 -0.
-0.19 -0.11 -0.
-0.17 -0.10 -0.
-0.16 -0.09 -0.
-0.15 -0.09 -0.
-0.14 -0.08 -0.
-0.13 -0.06 -0.
-0.11 -0.06 -0.
-0.11 -0.05 -0.
-0.08 -0.01 -0.
-0.04 0.02 -0.1
-0.11 -0.04 -0.
-0.15 -0.07 -0.
-0.17 -0.08 -0.
-0.20 -0.13 -0.
-0.22 -0.14 -0.
-0.19 -0.11 -0.
-0.16 -0.07 -0.
-0.17 -0.07 -0.
-0.19 -0.11 -0.
-0.15 -0.08 -0.
-0.05 0.02 -0.0
-0.15 -0.08 -0.
-0.25 -0.19 -0.
-0.23 -0.17 -0.
-0.19 -0.11 -0.
-0.15 -0.04 -0.
-0.14 0.04 0.04
-0.13 0.09 0.10
-0.21 0.18 0.23
-0.36 0.23 0.32
-0.61 0.10 0.26
-0.68 0.00 0.18
-0.84 -0.27 -0.
-0.99 -0.55 -0.
-1.04 -0.69 -0.
-1.04 -0.73 -0.
-0.92 -0.71 -0.
-0.80 -0.66 -0.
-0.71 -0.63 -0.
-0.63 -0.58 -0.
-0.48 -0.44 -0.
-0.38 -0.34 -0.
-0.29 -0.26 -0.
-0.23 -0.20 -0.
-0.19 -0.16 -0.
-0.21 -0.16 -0.
-0.17 -0.12 -0.
-0.15 -0.10 -0.
-0.12 -0.07 -0.
-0.13 -0.07 -0.
-0.13 -0.03 -0.
-0.06 0.00 -0.0
-0.04 0.01 -0.0
-0.13 -0.08 -0.
-0.15 -0.09 -0.
-0.14 -0.08 -0.
-0.12 -0.05 -0.
-0.10 -0.04 -0.
-0.09 -0.03 -0.
-0.08 -0.02 -0.
-0.02 0.03 -0.0
-0.02 0.04 -0.0
0.04 0.10 -0.04
0.05 0.11 -0.03
0.07 0.12 -0.03
-0.09 -0.04 -0.
-0.14 -0.08 -0.
-0.14 -0.08 -0.
-0.06 -0.02 -0.
-0.05 -0.00 -0.
-0.06 -0.01 -0.
-0.03 0.01 -0.0
0.00 0.05 0.00
0.01 0.05 -0.01
0.06 0.10 -0.00
0.12 0.15 0.00
0.09 0.13 0.01
-0.01 0.02 0.02
0.02 0.06 0.03
0.08 0.11 0.03
0.14 0.17 0.03
0.09 0.11 0.04
0.07 0.08 0.04
0.08 0.09 0.05
0.13 0.14 0.05
0.16 0.16 0.07
0.17 0.16 0.07
0.18 0.17 0.07
0.18 0.17 0.07
0.13 0.12 0.08
0.11 0.10 0.08
0.19 0.18 0.08
0.25 0.24 0.09
0.19 0.20 0.09
0.12 0.13 0.08
0.09 0.11 0.08
0.06 0.09 0.07
0.06 0.09 0.06
0.05 0.10 0.04
0.04 0.09 0.04
0.04 0.11 0.03
0.02 0.08 0.01
-0.01 0.05 -0.0
-0.03 0.03 -0.0
-0.06 0.01 -0.0
-0.06 0.00 -0.0
0.05 0.12 -0.02
-0.08 -0.01 -0.
-0.20 -0.13 -0.
-0.19 -0.12 -0.
-0.15 -0.07 -0.
-0.13 -0.05 -0.
-0.08 -0.00 -0.
0.00 0.09 -0.03
0.06 0.14 -0.03
-0.05 0.01 -0.0
-0.02 0.04 -0.0
-0.00 0.06 -0.0
-0.16 -0.09 -0.
-0.20 -0.13 -0.
-0.24 -0.17 -0.
-0.17 -0.10 -0.
-0.11 -0.05 -0.
-0.09 -0.03 -0.
-0.07 -0.01 -0.
-0.08 -0.01 -0.
-0.09 -0.02 -0.
-0.08 -0.01 -0.
-0.06 0.00 -0.0
-0.06 0.00 -0.0
-0.07 -0.01 -0.
-0.07 -0.01 -0.
-0.10 -0.03 -0.
-0.13 -0.06 -0.
-0.05 0.02 -0.0
-0.06 0.00 -0.0
-0.08 -0.02 -0.
-0.10 -0.04 -0.
-0.14 -0.08 -0.
-0.17 -0.11 -0.
-0.16 -0.10 -0.
-0.16 -0.10 -0.
-0.18 -0.11 -0.
-0.18 -0.11 -0.
-0.18 -0.11 -0.
-0.16 -0.10 -0.
-0.15 -0.09 -0.
-0.15 -0.09 -0.
-0.14 -0.08 -0.
-0.14 -0.08 -0.
-0.14 -0.07 -0.
-0.13 -0.06 -0.
-0.05 0.01 -0.0
0.02 0.07 -0.07
-0.16 -0.10 -0.
-0.22 -0.16 -0.
-0.18 -0.11 -0.
-0.12 -0.05 -0.
-0.10 -0.04 -0.
-0.14 -0.08 -0.
-0.19 -0.13 -0.
-0.21 -0.15 -0.
-0.16 -0.09 -0.
-0.15 -0.09 -0.
-0.16 -0.09 -0.
-0.16 -0.09 -0.
-0.16 -0.10 -0.
-0.16 -0.09 -0.
-0.14 -0.08 -0.
-0.10 -0.04 -0.
-0.07 -0.01 -0.
-0.09 -0.02 -0.
-0.14 -0.07 -0.
-0.03 0.04 -0.0
-0.07 -0.01 -0.
-0.15 -0.09 -0.
-0.23 -0.16 -0.
-0.11 -0.04 -0.
-0.02 0.04 -0.0
-0.10 -0.04 -0.
-0.17 -0.11 -0.
-0.25 -0.19 -0.
-0.24 -0.19 -0.
-0.21 -0.15 -0.
-0.14 -0.08 -0.
-0.10 -0.05 -0.
-0.13 -0.08 -0.
-0.13 -0.08 -0.
-0.12 -0.06 -0.
-0.14 -0.07 -0.
-0.14 -0.08 -0.
-0.16 -0.10 -0.
-0.19 -0.13 -0.
-0.17 -0.11 -0.
-0.16 -0.10 -0.
-0.15 -0.09 -0.
-0.14 -0.08 -0.
-0.06 0.00 -0.0
-0.08 -0.02 -0.
-0.12 -0.07 -0.
-0.16 -0.11 -0.
-0.13 -0.07 -0.
-0.11 -0.05 -0.
-0.12 -0.06 -0.
-0.14 -0.08 -0.
-0.04 0.01 -0.0
-0.08 -0.03 -0.
-0.11 -0.06 -0.
-0.14 -0.09 -0.
-0.13 -0.08 -0.
-0.16 -0.11 -0.
-0.15 -0.09 -0.
-0.16 -0.11 -0.
-0.16 -0.11 -0.
-0.18 -0.13 -0.
-0.19 -0.14 -0.
-0.20 -0.14 -0.
-0.14 -0.09 -0.
-0.12 -0.06 -0.
-0.11 -0.06 -0.
-0.15 -0.10 -0.
-0.18 -0.13 -0.
-0.16 -0.12 -0.
-0.15 -0.11 -0.
-0.13 -0.08 -0.
-0.12 -0.07 -0.
-0.12 -0.09 -0.
-0.13 -0.09 -0.
-0.10 -0.07 -0.
-0.09 -0.06 -0.
-0.07 -0.04 -0.
-0.06 -0.03 -0.
-0.04 -0.01 -0.
-0.03 -0.01 -0.
-0.05 -0.03 -0.
-0.06 -0.02 -0.
-0.09 -0.05 0.0
-0.13 -0.08 -0.
-0.15 -0.09 -0.
-0.15 -0.09 -0.
-0.15 -0.10 -0.
-0.16 -0.10 -0.
-0.16 -0.11 -0.
-0.16 -0.11 -0.
-0.16 -0.11 -0.
-0.14 -0.08 -0.
-0.13 -0.07 0.0
-0.12 -0.06 0.0
-0.11 -0.05 -0.
-0.12 -0.06 -0.
0.00 0.06 0.00
-0.03 0.02 0.00
-0.22 -0.17 -0.
-0.25 -0.19 -0.
-0.19 -0.14 0.0
-0.19 -0.13 0.0
-0.18 -0.12 0.0
-0.18 -0.12 0.0
-0.19 -0.11 0.0
-0.20 -0.10 0.0
-0.17 -0.10 0.0
-0.16 -0.10 0.0
-0.15 -0.07 0.0
-0.14 -0.04 0.0
-0.12 0.06 0.19
-0.10 0.18 0.31
-0.31 0.21 0.37
-0.42 0.18 0.38
-0.60 0.05 0.30
-0.76 -0.20 0.0
-0.93 -0.55 -0.
-0.98 -0.64 -0.
-1.03 -0.74 -0.
-0.95 -0.76 -0.
-0.84 -0.71 -0.
-0.78 -0.67 -0.
-0.65 -0.60 -0.
-0.49 -0.46 -0.
-0.33 -0.32 -0.
-0.29 -0.27 -0.
-0.21 -0.19 -0.
-0.14 -0.13 0.0
-0.11 -0.09 0.0
-0.10 -0.08 0.0
-0.09 -0.06 0.0
-0.06 -0.03 0.0
-0.06 -0.02 0.0
-0.05 -0.02 0.0
-0.05 -0.03 0.0
-0.06 -0.03 0.0
-0.02 0.01 0.07
-0.01 0.02 0.07
-0.01 0.02 0.08
-0.02 0.02 0.08
-0.00 0.03 0.09
-0.00 0.02 0.07
0.00 0.01 0.06
0.01 0.03 0.07
0.02 0.05 0.10
0.03 0.06 0.11
0.03 0.05 0.10
0.04 0.05 0.10
0.04 0.05 0.10
0.05 0.06 0.11
0.06 0.07 0.11
0.07 0.05 0.10
0.07 0.11 0.15
0.08 0.12 0.16
0.09 0.12 0.15
0.09 0.12 0.14
0.09 0.11 0.15
0.10 0.11 0.15
0.11 0.12 0.16
0.12 0.14 0.16
0.14 0.15 0.16
0.15 0.15 0.16
0.15 0.14 0.16
0.16 0.15 0.17
0.18 0.17 0.17
0.19 0.18 0.18
0.20 0.19 0.18
0.21 0.18 0.18
0.22 0.20 0.19
0.22 0.20 0.19
0.22 0.19 0.18
0.24 0.21 0.19
0.25 0.21 0.19
0.26 0.22 0.20
0.27 0.23 0.20
0.26 0.22 0.19
0.29 0.26 0.21
0.31 0.27 0.21
0.30 0.26 0.21
0.29 0.25 0.21
0.29 0.26 0.20
0.31 0.28 0.20
0.35 0.33 0.20
0.37 0.35 0.20
0.22 0.21 0.19
0.18 0.18 0.19
0.21 0.21 0.17
0.25 0.25 0.16
0.20 0.20 0.15
0.14 0.14 0.14
0.07 0.08 0.14
0.06 0.07 0.12
0.09 0.10 0.11
0.10 0.11 0.11
0.09 0.11 0.10
0.11 0.12 0.09
0.12 0.14 0.11
0.11 0.13 0.11
0.10 0.12 0.11
0.16 0.18 0.10
0.17 0.19 0.10
0.10 0.12 0.10
0.07 0.09 0.10
0.10 0.12 0.11
0.11 0.13 0.10
0.09 0.11 0.09
0.07 0.08 0.08
0.06 0.08 0.09
0.13 0.15 0.09
0.16 0.18 0.09
0.16 0.17 0.09
0.14 0.15 0.09
0.07 0.09 0.09
0.08 0.09 0.09
0.14 0.15 0.08
0.19 0.21 0.08
0.13 0.15 0.08
0.11 0.13 0.08
0.10 0.11 0.07
0.00 0.01 0.06
0.00 0.01 0.05
0.01 0.02 0.05
0.01 0.02 0.04
0.00 0.01 0.05
0.00 0.01 0.05
0.05 0.05 0.04
0.05 0.06 0.03
0.04 0.05 0.04
0.03 0.03 0.04
0.03 0.02 0.04
0.02 0.02 0.03
0.03 0.04 0.04
0.04 0.06 0.04
0.04 0.05 0.04
0.05 0.04 0.03
0.04 0.05 0.04
0.02 0.03 0.03
0.02 0.03 0.03
0.03 0.04 0.04
0.03 0.04 0.03
0.04 0.05 0.03
0.04 0.05 0.03
0.05 0.05 0.03
0.05 0.05 0.03
0.06 0.05 0.01
0.05 0.04 -0.00
0.04 0.02 -0.03
0.02 0.01 -0.04
0.09 0.07 -0.02
0.10 0.08 -0.02
0.12 0.09 -0.01
0.10 0.08 0.00
0.07 0.07 0.02
0.07 0.08 0.03
0.09 0.09 0.04
0.09 0.10 0.04
0.11 0.12 0.04
0.13 0.14 0.03
-0.02 -0.01 0.0
-0.10 -0.09 0.0
-0.07 -0.06 0.0
-0.07 -0.06 0.0
-0.03 -0.01 0.0
0.04 0.06 0.02
0.08 0.10 0.02
0.01 0.02 0.02
-0.07 -0.06 0.0
-0.07 -0.05 0.0
-0.04 -0.02 0.0
-0.03 -0.01 0.0
-0.01 0.00 0.00
-0.02 0.00 0.00
-0.03 -0.02 -0.
-0.03 -0.02 -0.
-0.03 -0.02 -0.
-0.02 -0.00 -0.
-0.03 -0.01 -0.
-0.03 -0.01 -0.
-0.04 -0.02 -0.
-0.04 -0.03 -0.
-0.03 0.02 0.03
-0.03 0.04 0.06
0.00 0.17 0.18
-0.04 0.26 0.28
-0.22 0.22 0.30
-0.32 0.15 0.25
-0.48 -0.01 0.1
-0.62 -0.26 -0.
-0.78 -0.53 -0.
-0.86 -0.63 -0.
-0.93 -0.74 -0.
-0.88 -0.75 -0.
-0.74 -0.67 -0.
-0.66 -0.62 -0.
-0.49 -0.49 -0.
-0.35 -0.37 -0.
-0.23 -0.24 -0.
-0.18 -0.19 -0.
-0.09 -0.11 -0.
-0.04 -0.06 -0.
0.11 0.10 -0.06
0.14 0.13 -0.06
0.17 0.16 -0.05
0.02 0.02 -0.04
0.02 0.02 -0.04
0.10 0.10 -0.04
0.02 0.00 -0.04
-0.07 -0.08 -0.
-0.04 -0.05 -0.
-0.02 -0.03 -0.
0.00 -0.00 -0.0
0.01 0.00 -0.04
0.03 0.02 -0.05
0.04 0.03 -0.05
0.06 0.05 -0.04
0.07 0.05 -0.04
0.06 0.04 -0.04
0.06 0.05 -0.04
0.07 0.06 -0.03
0.08 0.07 -0.03
0.08 0.06 -0.03
0.08 0.06 -0.02
0.09 0.07 -0.01
0.09 0.08 -0.02
0.09 0.08 -0.00
0.10 0.09 -0.01
0.11 0.10 -0.01
0.12 0.11 -0.00
0.13 0.12 0.00
0.12 0.12 0.01
0.12 0.11 0.00
0.15 0.13 0.00
0.14 0.11 0.00
0.17 0.15 0.00
0.27 0.25 0.01
0.35 0.32 0.02
0.13 0.10 0.03
0.07 0.04 0.03
0.11 0.08 0.02
0.18 0.14 0.03
0.24 0.21 0.03
0.27 0.23 0.04
0.30 0.26 0.05
0.23 0.19 0.05
0.18 0.13 0.03
0.16 0.11 0.03
0.20 0.15 0.04
0.23 0.18 0.04
0.25 0.20 0.04
0.25 0.20 0.04
0.26 0.21 0.04
0.23 0.19 0.04
0.21 0.16 0.01
0.20 0.15 0.01
0.19 0.15 0.00
0.17 0.13 -0.01
0.14 0.11 -0.03
0.13 0.10 -0.03
0.10 0.07 -0.04
0.08 0.05 -0.06
0.07 0.05 -0.06
0.07 0.04 -0.06
0.05 0.03 -0.08
0.04 0.02 -0.09
0.04 0.01 -0.09
0.05 0.01 -0.10
0.05 0.02 -0.10
0.03 0.01 -0.09
0.03 0.01 -0.09
0.06 0.03 -0.09
0.17 0.14 -0.09
0.22 0.19 -0.09
0.05 0.01 -0.10
0.01 -0.01 -0.1
-0.02 -0.06 -0.
-0.05 -0.09 -0.
-0.06 -0.10 -0.
-0.02 -0.05 -0.
0.01 -0.01 -0.1
0.03 -0.01 -0.1
0.02 -0.01 -0.1
0.03 -0.00 -0.1
0.04 0.01 -0.11
0.05 0.01 -0.11
0.02 -0.01 -0.1
0.02 -0.02 -0.1
0.02 -0.01 -0.1
0.02 -0.01 -0.1
0.02 -0.02 -0.1
0.01 -0.02 -0.1
0.01 -0.03 -0.1
0.08 0.04 -0.14
0.13 0.09 -0.14
0.12 0.06 -0.15
-0.02 -0.07 -0.
-0.10 -0.15 -0.
-0.07 -0.13 -0.
-0.05 -0.11 -0.
-0.01 -0.06 -0.
0.01 -0.04 -0.1
0.01 -0.04 -0.1
-0.03 -0.08 -0.
-0.03 -0.08 -0.
-0.00 -0.06 -0.
0.08 0.02 -0.16
0.05 0.00 -0.16
0.02 -0.03 -0.1
0.02 -0.04 -0.1
0.03 -0.05 -0.1
0.00 -0.07 -0.2
0.02 -0.06 -0.2
-0.02 -0.10 -0.
0.00 -0.06 -0.1
0.04 -0.03 -0.1
0.08 0.00 -0.19
0.03 -0.05 -0.1
-0.01 -0.09 -0.
-0.02 -0.09 -0.
-0.07 -0.12 -0.
-0.08 -0.12 -0.
-0.07 -0.10 -0.
-0.07 -0.11 -0.
-0.07 -0.11 -0.
-0.08 -0.12 -0.
-0.08 -0.12 -0.
-0.08 -0.12 -0.
-0.08 -0.13 -0.
-0.08 -0.13 -0.
-0.09 -0.13 -0.
-0.08 -0.12 -0.
-0.08 -0.12 -0.
-0.08 -0.12 -0.
-0.05 -0.10 -0.
-0.03 -0.09 -0.
-0.04 -0.09 -0.
-0.08 -0.13 -0.
-0.06 -0.11 -0.
-0.04 -0.10 -0.
-0.02 -0.08 -0.
-0.14 -0.21 -0.
-0.15 -0.21 -0.
-0.05 -0.12 -0.
-0.02 -0.09 -0.
-0.10 -0.17 -0.
-0.16 -0.20 -0.
-0.14 -0.15 -0.
-0.12 -0.04 -0.
-0.12 0.06 0.09
-0.28 0.10 0.14
-0.35 0.08 0.12
-0.53 -0.07 0.0
-0.70 -0.35 -0.
-0.86 -0.66 -0.
-0.89 -0.72 -0.
-0.91 -0.80 -0.
-0.90 -0.85 -0.
-0.84 -0.89 -0.
-0.78 -0.82 -0.
-0.60 -0.68 -0.
-0.42 -0.53 -0.
-0.27 -0.38 -0.
-0.22 -0.34 -0.
-0.15 -0.26 -0.
-0.09 -0.20 -0.
-0.05 -0.15 -0.
-0.03 -0.13 -0.
-0.03 -0.13 -0.
-0.02 -0.10 -0.
-0.00 -0.08 -0.
0.00 -0.08 -0.1
0.00 -0.08 -0.1
0.00 -0.08 -0.1
0.01 -0.07 -0.1
0.02 -0.07 -0.1
0.06 -0.03 -0.1
0.12 0.03 -0.17
0.04 -0.04 -0.1
0.02 -0.06 -0.1
0.01 -0.08 -0.1
0.06 -0.03 -0.1
0.07 -0.02 -0.1
0.06 -0.02 -0.1
0.18 0.08 -0.15
0.13 0.04 -0.14
0.03 -0.05 -0.1
0.00 -0.08 -0.1
-0.03 -0.11 -0.
0.00 -0.08 -0.1
0.05 -0.03 -0.1
0.07 -0.01 -0.1
0.09 0.00 -0.11
0.11 0.02 -0.11
0.12 0.02 -0.10
0.12 0.02 -0.10
0.12 0.03 -0.09
0.14 0.04 -0.10
0.15 0.05 -0.08
0.15 0.05 -0.08
0.16 0.06 -0.07
0.18 0.07 -0.06
0.20 0.08 -0.06
0.21 0.09 -0.06
0.22 0.10 -0.05
0.27 0.15 -0.04
0.32 0.19 -0.03
0.33 0.20 -0.03
0.23 0.10 -0.03
0.19 0.05 -0.02
0.23 0.09 -0.02
0.25 0.11 -0.01
0.28 0.14 -0.00
0.30 0.15 -0.01
0.29 0.15 -0.00
0.28 0.15 0.00
0.29 0.15 -0.00
0.28 0.14 -0.00
0.26 0.13 -0.02
0.26 0.13 -0.02
0.24 0.12 -0.02
0.21 0.10 -0.03
0.19 0.07 -0.05
0.17 0.06 -0.06
0.24 0.12 -0.08
0.23 0.12 -0.08
0.08 -0.02 -0.0
0.06 -0.05 -0.1
0.03 -0.07 -0.1
0.06 -0.05 -0.1
0.07 -0.03 -0.1
0.08 -0.02 -0.1
0.07 -0.02 -0.1
0.07 -0.03 -0.1
0.06 -0.04 -0.1
0.07 -0.03 -0.1
0.08 -0.01 -0.1
0.10 0.00 -0.10
0.09 -0.01 -0.1
0.09 -0.01 -0.1
0.08 -0.01 -0.1
0.08 -0.02 -0.1
0.08 -0.01 -0.1
0.08 -0.01 -0.1
0.09 -0.01 -0.1
0.18 0.09 -0.12
0.27 0.18 -0.11
0.25 0.14 -0.11
0.05 -0.06 -0.1
-0.05 -0.16 -0.
-0.02 -0.13 -0.
0.01 -0.09 -0.1
0.07 -0.04 -0.1
0.08 -0.03 -0.1
-0.01 -0.12 -0.
-0.02 -0.14 -0.
0.01 -0.11 -0.1
0.04 -0.08 -0.1
0.04 -0.08 -0.1
0.03 -0.08 -0.1
0.03 -0.09 -0.1
0.03 -0.09 -0.1
0.03 -0.09 -0.1
0.03 -0.09 -0.1
0.03 -0.08 -0.1
0.04 -0.07 -0.1
0.06 -0.04 -0.1
0.06 -0.04 -0.1
0.04 -0.07 -0.1
0.01 -0.10 -0.1
0.01 -0.11 -0.2
0.04 -0.09 -0.2
0.06 -0.07 -0.2
0.09 -0.05 -0.2
0.12 -0.03 -0.2
0.12 -0.03 -0.2
0.09 -0.05 -0.1
0.07 -0.08 -0.1
0.05 -0.07 -0.1
0.03 -0.09 -0.1
0.00 -0.12 -0.1
-0.00 -0.13 -0.
-0.01 -0.14 -0.
-0.01 -0.14 -0.
-0.01 -0.13 -0.
0.01 -0.11 -0.1
0.08 -0.03 -0.1
0.13 0.02 -0.18
0.04 -0.07 -0.1
-0.10 -0.20 -0.
-0.08 -0.19 -0.
-0.07 -0.18 -0.
-0.05 -0.16 -0.
-0.03 -0.14 -0.
-0.02 -0.13 -0.
-0.04 -0.14 -0.
-0.04 -0.14 -0.
0.01 -0.10 -0.1
0.18 0.07 -0.17
0.16 0.05 -0.17
0.08 -0.03 -0.1
-0.01 -0.12 -0.
-0.10 -0.20 -0.
-0.14 -0.24 -0.
-0.11 -0.21 -0.
-0.06 -0.15 -0.
-0.07 -0.09 -0.
-0.07 -0.03 -0.
-0.06 0.09 0.11
-0.20 0.16 0.17
-0.39 0.03 0.11
-0.49 -0.04 0.0
-0.65 -0.29 -0.
-0.81 -0.61 -0.
-0.93 -0.80 -0.
-0.93 -0.83 -0.
